2011,Africa,JavaScript
2011,Other Europe,Java;SQL;C
2011,India,Java;JavaScript;SQL
2011,Germany,Java;Haskell
2011,Other Asia,Java;JavaScript;CSS;PHP;SQL;C++;C;Perl
2011,Australia,JavaScript;SQL;C#
2011,United States of America,JavaScript;CSS;PHP;Python;SQL;C#;C++;C;Perl
2011,United States of America,JavaScript;CSS;PHP;SQL
2011,Germany,C#
2011,United Kingdom,SQL;C#;C++;C
2011,United Kingdom,JavaScript;Python;SQL;C++;C;Perl
2011,India,C#
2011,United Kingdom,Java;JavaScript;CSS;PHP;Python;SQL;C
2011,Other Europe,Java;Python;SQL
2011,United States of America,JavaScript;CSS;SQL;C#;Perl;VB
2011,Australia,Java;Python;SQL;C#;C;MATLAB
2011,Australia,SQL;C#
2011,United States of America,Java;JavaScript;CSS;PHP
2011,United States of America,Java;Python;C#
2011,France,JavaScript;CSS;SQL;C#
2011,United States of America,Java;Python;C++
2011,Germany,PHP;SQL;C#;C++;C
2011,United States of America,JavaScript;CSS;SQL;C#
2011,United States of America,SQL;C#
2011,Australasia,CSS;SQL;C#;C++
2011,Canada,SQL;C#
2011,France,Java;SQL;C#
2011,United Kingdom,JavaScript;CSS;SQL;C#
2011,Germany,Java;JavaScript;CSS;Python;Ruby;SQL;C#;C++;C
2011,United States of America,Java;PHP;Python;C++;C
2011,Other Europe,JavaScript;CSS;SQL;C#
2011,Other Europe,Java;JavaScript;Python
2011,Germany,Java;JavaScript;Objective-C 2.
2011,Germany,JavaScript;CSS
2011,Other Asia,Java;SQL;C#
2011,Russia,JavaScript;SQL;C#
2011,South America,JavaScript;C#
2011,Middle East,C#;C++
2011,Other Europe,Objective-C
2011,Australia,Java;JavaScript;CSS;PHP;SQL;Perl
2011,United Kingdom,CSS;Python
2011,Australia,Java;JavaScript;CSS;SQL;C#
2011,Netherlands,JavaScript;CSS;PHP;SQL;C
2011,Africa,Java;JavaScript;CSS;PHP;Python;SQL
2011,Other Europe,JavaScript;CSS;SQL;VBA
2011,Other Europe,JavaScript;SQL;C#
2011,Middle East,"SQL;C#;VB.NET, WPF, Silverlight, Entity-Framework"
2011,United States of America,Java;C
2011,India,Java;JavaScript;CSS;PHP;SQL
2011,United States of America,JavaScript;CSS;PHP;Ruby;C#;C++;C
2011,United States of America,Python
2011,United States of America,Java;JavaScript;CSS;PHP;SQL;C++;C
2011,United States of America,JavaScript;SQL;C#;C
2011,United States of America,Java;JavaScript;CSS;PHP;Python;SQL;C
2011,United Kingdom,Python;C++;C
2011,United States of America,JavaScript;CSS;SQL;C#
2011,Other Europe,Java;SQL;C#;C++;C
2011,United States of America,Java;C;Perl;Ada
2011,United States of America,JavaScript;SQL;C#
2011,United States of America,JavaScript;CSS;PHP;Python;SQL;ASP Classic
2011,United States of America,CSS;PHP;SQL;Perl
2011,Canada,JavaScript;SQL;C#
2011,France,JavaScript;CSS;Python;C#;C++;C
2011,United States of America,JavaScript;CSS;PHP;SQL;C;Perl
2011,Other Europe,Python;C++;C
2011,United States of America,Java;JavaScript;CSS;PHP;SQL
2011,Other Europe,Java;JavaScript;CSS;PHP;Ruby;SQL
2011,Canada,SQL;C#
2011,United States of America,JavaScript;CSS;PHP;SQL;actionscript
2011,United States of America,Java;C++;C;Perl
